,Candidate identification,Candidate name,Incumbent challenger status,Party code,Party affiliation,Total receipts,Transfers from authorized committees,Total disbursements,Transfers to authorized committees,Beginning cash,Ending cash,Contributions from candidate,Loans from candidate,Other loans,Candidate loan repayments,Other loan repayments,Debts owed by,Total individual contributions,Candidate state,Candidate district,Special election status,Primary election status,Runoff election status,General election status,General election percentage,Contributions from other political committees,Contributions from party committees,Coverage end date,Refunds to individuals,Refunds to committees,Affiliated Committee Id,Affiliated Committee Type,Affiliated Committee Name,Street one,Street two,City or town,State,ZIP code,lat,lon
1040,H2IA02111,"BOHANNAN, CHRISTINA[DEM]",C,1,DEM,3197822.62,30103.41,3168097.69,0.0,0.0,29724.93,6089.58,0.0,0.0,0.0,0.0,0.0,2725510.85,IA,1.0,,,,,,408613.33,24268.26,12/31/2022,12670.91,3500.0,C00787820,H,CHRISTINA BOHANNAN FOR CONGRESS,P.O. BOX 722,,IOWA CITY,IA,52244.0,41.878003,-93.097702
1041,H8IA01094,"FINKENAUER, ABBY[DEM]",I,1,DEM,4822.06,3440.13,51254.65,20841.26,55019.36,8586.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IA,1.0,,,,,,0.0,0.0,12/31/2022,3702.0,2026.72,,,,,,,,,0.0,0.0
1042,H2IA01055,"BLUM, RODNEY[REP]",I,2,REP,189.09,0.0,0.0,0.0,0.0,189.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IA,1.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00543926,H,BLUM FOR CONGRESS,2728 ASBURY ROAD SUITE 400,,DUBUQUE,IA,52001.0,42.5454119,-90.6962995
1043,H2IA01097,"KUEHL, KYLE[REP]",C,2,REP,19964.0,0.0,19964.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,9964.0,IA,1.0,,,,,,0.0,0.0,05/02/2022,4000.0,0.0,C00794081,H,KUEHL FOR CONGRESS,6535 BLACKBIRD LANE,,BETTENDORF,IA,52722.0,41.5742986,-90.4715279
1044,H8IA02043,"MILLER-MEEKS, MARIANNETTE JANE[REP]",I,2,REP,4911923.34,457843.75,5035997.48,228623.0,452412.56,328338.42,0.0,0.0,0.0,194000.0,0.0,0.0,2865543.69,IA,1.0,,,,,,1467492.55,7000.0,12/31/2022,113522.89,4000.0,C00558825,H,MILLER-MEEKS FOR CONGRESS,PO BOX 33,,OTTUMWA,IA,52501.0,41.0357048,-92.4313704
1045,H0IA02156,"HART, RITA[DEM]",O,1,DEM,175159.09,0.0,293751.16,0.0,118592.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IA,2.0,,,,,,0.0,0.0,10/19/2022,32971.51,0.0,C00706457,H,RITA HART FOR IOWA,2764 130TH AVE,,WHEATLAND,IA,52777.0,41.854006,-90.8561088
1046,H2IA01089,"MATHIS, ELIZABETH[DEM]",C,1,DEM,4218654.84,33278.21,4209079.33,202500.0,0.0,9575.51,10.0,0.0,0.0,0.0,0.0,0.0,3789559.58,IA,2.0,,,,,,371912.75,20199.0,12/31/2022,12819.85,500.0,C00785675,H,LIZ MATHIS FOR CONGRESS,P.O. BOX 2370,,CEDAR RAPIDS,IA,52406.0,41.878003,-93.097702
1047,H2IA02129,"KERNER, JOSEPH[DEM]",C,1,DEM,4862.0,0.0,4760.95,1069.62,0.0,675.58,0.0,0.0,0.0,0.0,0.0,0.0,3272.0,IA,2.0,,,,,,0.0,0.0,02/28/2022,0.0,0.0,C00782730,H,KERNER COMMITTEE,PO BOX 65,,COLFAX,IA,50054.0,41.689643,-93.2318555
1048,H6IA02146,"LOEBSACK, DAVID WAYNE[DEM]",I,1,DEM,2000.0,0.0,47710.74,0.0,48629.42,2918.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IA,2.0,,,,,,0.0,0.0,12/31/2021,0.0,0.0,C00414318,H,LOEBSACK FOR CONGRESS,PO BOX 3013,,IOWA CITY,IA,52244.0,41.878003,-93.097702
1049,H0IA01174,"ARENHOLZ, ASHLEY HINSON[REP]",I,2,REP,7191931.25,439637.9,7240153.62,0.0,116671.88,68449.51,0.0,0.0,0.0,0.0,0.0,0.0,5048481.16,IA,2.0,,,,,,1672850.0,6250.0,12/31/2022,11792.09,6100.0,C00706267,H,ASHLEY HINSON FOR CONGRESS,PO BOX 811,,MARION,IA,52302.0,42.065358,-91.5605481
1050,H0IA02164,"SCHILLING, ROBERT TODD[REP]",O,2,REP,0.0,0.0,0.0,0.0,35.98,35.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IA,2.0,,,,,,0.0,0.0,03/31/2021,0.0,0.0,C00711457,H,BOBBY FOR IOWA,PO BOX 226,,LE CLAIRE,IA,52753.0,41.6285484,-90.3859279
1051,H6IA02161,"PETERS, CHRISTOPHER[REP]",C,2,REP,0.0,0.0,0.0,0.0,160.0,160.0,0.0,0.0,0.0,0.0,0.0,240000.0,0.0,IA,2.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00662395,H,PETERS FOR CONGRESS,2751 OAKDALE BOULEVARD,SUITE 2,CORALVILLE,IA,52241.0,41.6995775,-91.5959505
1052,H6IA03235,"ADAMS, DESMUND DOUGLAS[DEM]",C,1,DEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IA,3.0,,,,,,0.0,0.0,12/31/2021,0.0,0.0,C00580282,H,ADAMS FOR CONGRESS,2200 NW 159TH STREET,SUITE 400-516,CLIVE,IA,50325.0,41.6132426,-93.7978713
1053,H8IA03124,"AXNE, CINDY[DEM]",I,1,DEM,7231695.0,543464.63,7246582.43,0.0,19520.59,4633.16,0.0,0.0,0.0,0.0,0.0,0.0,5046042.83,IA,3.0,,,,,,1570993.51,19015.0,12/31/2022,50262.31,6600.0,C00646844,H,CINDY AXNE FOR CONGRESS,PO BOX 65551,,WEST DES MOINES,IA,50265.0,41.5529682,-93.7450115
1054,H0IA03139,"ZAUN, BRAD[REP]",O,2,REP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22987.69,0.0,IA,3.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00471227,H,ZAUN FOR CONGRESS,PO BOX 42221,,URBANDALE,IA,50323.0,41.6256323,-93.79365
1055,H2IA03093,"HANUSA, MARY ANN[REP]",C,2,REP,118409.44,0.0,118409.44,0.0,0.0,0.0,1500.0,4000.0,0.0,1787.95,0.0,0.0,111372.34,IA,3.0,,,,,,1000.0,500.0,07/14/2022,3900.0,0.0,C00777698,H,MARY ANN HANUSA FOR CONGRESS,POST OFFICE BOX 1594,,COUNCIL BLUFFS,IA,51502.0,41.878003,-93.097702
1056,H2IA03101,"HASSO, NICOLE[REP]",C,2,REP,631076.34,0.0,630993.63,0.0,0.0,82.71,0.0,0.0,0.0,0.0,0.0,34867.42,619246.62,IA,3.0,,,,,,11751.9,0.0,12/31/2022,48336.0,0.0,C00784082,H,NICOLE HASSO FOR CONGRESS,PO BOX 1263,,JOHNSTON,IA,50131.0,41.6921198,-93.7151564
1057,H2IA03119,"NUNN, ZACH[REP]",C,2,REP,2633465.87,258546.56,2532398.21,74445.13,0.0,101067.66,0.0,120000.0,0.0,120000.0,0.0,0.0,1848945.79,IA,3.0,,,,,,397224.52,8700.0,12/31/2022,3279.61,0.0,C00784389,H,IOWANS FOR ZACH NUNN,PO BOX 11,,BONDURANT,IA,50035.0,41.7239132,-93.4580764
1058,H4IA03115,"YOUNG, DAVID[REP]",C,2,REP,18338.6,783.77,27540.55,0.0,88290.58,79088.63,0.0,0.0,0.0,0.0,0.0,197500.0,25.0,IA,3.0,,,,,,0.0,0.0,12/31/2022,5002.64,0.0,C00545616,H,"YOUNG FOR IOWA, INC.",PO BOX 162,,VAN METER,IA,50261.0,41.4750633,-93.9158719
1059,H8IA03082,"SCHMETT, KIM[REP]",C,2,REP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11660.59,0.0,IA,3.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00447359,H,IOWANS FOR KIM SCHMETT,PO BOX 3804,,URBANDALE,IA,50323.0,41.6256323,-93.79365
1060,S4IA00103,"YOUNG, DAVID[REP]",O,2,REP,17554.83,0.0,26316.78,0.0,87850.58,79088.63,0.0,0.0,0.0,0.0,0.0,197500.0,25.0,IA,3.0,,,,,,0.0,0.0,12/31/2022,5002.64,0.0,,,,,,,,,0.0,0.0
1061,H2IA04141,"MELTON, RYAN MICHAEL APPLETON[DEM]",C,1,DEM,53023.28,0.0,48926.39,0.0,0.0,4096.89,100.0,0.0,0.0,0.0,0.0,0.0,41123.28,IA,4.0,,,,,,3000.0,8800.0,12/31/2022,0.0,0.0,C00802827,H,MELTON FOR IOWA,PO BOX 132,,NEVADA,IA,50201.0,42.0417225,-93.434905
1062,H0IA04129,"RICHARDS, BRET A DR.[REP]",C,2,REP,246.0,0.0,8.56,0.0,89.72,327.16,0.0,0.0,0.0,0.0,0.0,211900.0,0.0,IA,4.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00694208,H,RICHARDS FOR CONGRESS,506 ANN STREET,,IRWIN,IA,51446.0,41.7750941,-95.1918272
1063,H0IA04145,"FEENSTRA, RANDALL[REP]",I,2,REP,2886169.99,208369.13,1874427.58,252500.0,11946.27,1023688.68,0.0,0.0,0.0,0.0,0.0,0.0,1444464.4,IA,4.0,,,,,,1224338.63,0.0,12/31/2022,7161.02,2500.0,C00693663,H,FEENSTRA FOR CONGRESS,641 2ND ST,,HULL,IA,51239.0,43.2039173,-96.1474814
1064,H0IA04152,"REEDER, STEVEN[REP]",C,2,REP,0.0,0.0,0.0,0.0,-181.46,-181.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IA,4.0,,,,,,0.0,0.0,09/30/2021,0.0,0.0,C00720607,H,REEDER FOR CONGRESS,PO BOX 843,,ARNOLDS PARK,IA,51331.0,43.361009,-95.1274537
1065,H2IA05072,"KING, STEVE MR.[REP]",I,2,REP,65680.06,0.0,76669.66,0.0,8079.26,662.5,0.0,65204.32,0.0,0.0,0.0,65204.32,50.0,IA,4.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00373563,H,KING FOR CONGRESS,11886 320TH STREET,,MANNING,IA,51455.0,41.9115645,-95.0551423
1066,H0IA05092,"CAMPBELL, MATTHEW[DEM]",C,1,DEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45636.41,0.0,IA,5.0,,,,,,0.0,0.0,12/31/2021,0.0,0.0,C00473959,H,MATT CAMPBELL FOR CONGRESS,1152 CRANE AVENUE,,MANNING,IA,51455.0,41.9115645,-95.0551423
1067,H2ID01192,"PETERSON, KAYLEE JADE[DEM]",C,1,DEM,69848.28,0.0,67139.54,0.0,0.0,2708.74,20.0,0.0,0.0,0.0,0.0,0.0,66125.36,ID,1.0,,,,,,3444.92,0.0,12/31/2022,10.0,0.0,C00808022,H,KAYLEE FOR CONGRESS,PO BOX 302,,EAGLE,ID,83616.0,43.7755586,-116.3949185
1068,H0ID01303,"JONES, NICHOLAS[REP]",C,2,REP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16937.91,0.0,ID,1.0,,,,,,0.0,0.0,03/18/2021,0.0,0.0,C00745760,H,NICHOLAS JONES FOR CONGRESS,120 N 8TH STREET,,BOISE,ID,83702.0,43.6764346,-116.1521039
1069,H2ID01184,"LENNEY, BRIAN[REP]",C,2,REP,5991.21,0.0,5991.21,0.0,0.0,0.0,3316.21,0.0,0.0,0.0,0.0,0.0,2675.0,ID,1.0,,,,,,0.0,0.0,10/12/2021,0.0,0.0,C00785881,H,BRIAN LENNEY FOR CONGRESS,PO BOX 3753,,NAMPA,ID,83653.0,44.068202,-114.742041
1070,H6ID01177,"SALI, WILLIAM T.[REP]",C,2,REP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ID,1.0,,,,,,0.0,0.0,09/30/2022,0.0,0.0,C00414078,H,SALI FOR CONGRESS,PO BOX 71,,KUNA,ID,83634.0,43.4557812,-116.3284527
1071,H8ID01124,"FULCHER, RUSSELL[REP]",I,2,REP,536931.86,0.0,470475.85,0.0,102830.8,169286.81,0.0,0.0,0.0,0.0,0.0,0.0,239183.48,ID,1.0,,,,,,288350.0,2000.0,12/31/2022,50.0,0.0,C00648295,H,RUSS FULCHER FOR IDAHO,PO BOX 1375,,MERIDIAN,ID,83680.0,44.068202,-114.742041
1072,H8ID01132,"SNYDER, MICHAEL[REP]",O,2,REP,0.0,0.0,0.0,0.0,1908.38,1908.38,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,ID,1.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00649178,H,MICHAEL SNYDER FOR CONGRESS,PO BOX 1136,,BONNERS FERRY,ID,83805.0,48.8670524,-116.5407265
1073,H8ID01140,"MALEK, LUCAS TODD[REP]",O,2,REP,1200.0,0.0,1200.0,0.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,14274.27,0.0,ID,1.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00652958,H,MALEK FOR CONGRESS,PO BOX 1379,,COEUR D'ALENE,ID,83816.0,44.068202,-114.742041
1074,H2ID02216,"NORMAN, WENDY ANN[DEM]",C,1,DEM,13856.48,0.0,11626.22,0.0,0.0,2230.25,0.0,0.0,0.0,0.0,0.0,0.0,12500.0,ID,2.0,,,,,,1205.0,0.0,12/31/2022,0.0,0.0,C00808287,H,WENDY FOR CONGRESS TOGETHER WE WIN,P O BOX 512,,RIGBY,ID,83442.0,43.6711809,-111.8937349
1075,H8ID02148,"SWISHER, CARLTON AARON[DEM]",C,1,DEM,0.0,0.0,7850.57,0.0,7850.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ID,2.0,,,,,,0.0,0.0,03/31/2022,0.0,0.0,C00663542,H,SWISHER FOR IDAHO,3506 W. TAFT ST.,,BOISE,ID,83703.0,43.6655681,-116.243033
1076,H4ID02063,"SMITH, BRYAN[REP]",C,2,REP,897464.59,0.0,884019.94,0.0,0.0,13444.65,36678.26,500000.0,0.0,0.0,0.0,500000.0,343589.41,ID,2.0,,,,,,4000.0,6500.0,12/31/2022,11600.0,0.0,C00790287,H,BRYAN SMITH FOR IDAHO INC.,PO BOX 50817,,IDAHO FALLS,ID,83405.0,44.068202,-114.742041
1077,H8ID02064,"SIMPSON, MICHAEL[REP]",I,2,REP,1623606.84,0.0,1661520.3,200000.0,176313.91,138400.45,0.0,0.0,0.0,0.0,0.0,0.0,528866.84,ID,2.0,,,,,,1094740.0,0.0,12/31/2022,4900.0,0.0,C00331397,H,SIMPSON FOR CONGRESS,1487 PARKWAY DRIVE,,BLACKFOOT,ID,83221.0,43.3240812,-112.552045
1078,H0IL01210,"MATTHEWS, AMEENA[DEM]",O,1,DEM,33894.41,0.0,33852.71,0.0,0.0,41.7,0.0,1250.0,0.0,0.0,0.0,1250.0,32644.41,IL,1.0,,,,,,0.0,0.0,06/30/2022,12528.0,0.0,C00704973,H,AMEENA FOR CONGRESS,15774 S LAGRANGE RD,PO BOX 392,ORLAND PARK,IL,60462.0,41.6253067,-87.8329301
1079,H2IL01042,"RUSH, BOBBY LEE[DEM]",I,1,DEM,221500.62,0.0,333121.27,0.0,111620.65,0.0,0.0,0.0,0.0,0.0,0.0,18784.54,39442.71,IL,1.0,,,,,,179750.01,0.0,12/31/2022,1500.0,24500.0,C00257121,H,CITIZENS FOR RUSH,P. O. BOX 7292,,CHICAGO,IL,60680.0,40.633125,-89.398528
1080,H2IL01208,"COLE, JAHMAL[DEM]",O,1,DEM,157646.75,0.0,156064.48,0.0,0.0,1582.27,0.0,100.0,0.0,0.0,0.0,100.0,155402.0,IL,1.0,,,,,,0.0,0.0,06/30/2022,0.0,0.0,C00769786,H,FRIENDS OF JAHMAL COLE,1245 S. MICHIGAN,SUITE 189,CHICAGO,IL,60605.0,41.8675665,-87.6172276
1081,H2IL01216,"TAYLOR, KIRBY JEROME BIRGANS- MR.[DEM]",O,1,DEM,16644.4,0.0,16601.31,0.0,0.0,43.09,0.0,5874.22,5000.0,0.0,0.0,10874.22,5770.18,IL,1.0,,,,,,0.0,0.0,06/08/2022,0.0,0.0,C00772574,H,FRIENDSOFKIRBYBIRGANS,7524 S. EVANS,APT 1,CHICAGO,IL,60619.0,41.74369,-87.6055258
1082,H2IL01224,"THOMPSON, MICHAEL ANTHONY[DEM]",O,1,DEM,37081.0,0.0,35210.03,75.0,-90.0,1780.97,10.0,0.0,0.0,0.0,0.0,0.0,37071.0,IL,1.0,,,,,,0.0,0.0,06/30/2022,0.0,0.0,C00775965,H,COMMITTEE TO ELECT MICHAEL THOMPSON,4238 S. WABASH AVE.,UNIT 1,CHICAGO,IL,60653.0,41.8199617,-87.6059842
1083,H2IL01232,"BUTLER, CHRISTOPHER[DEM]",O,1,DEM,144865.72,0.0,148501.2,0.0,0.0,-1135.48,0.0,0.0,0.0,0.0,0.0,2500.0,144865.72,IL,1.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00777037,H,PEOPLE TO ELECT CHRIS BUTLER,19 WEST MAIN STREET,UNIT 544,GLENWOOD,IL,60425.0,41.5455764,-87.611726
1084,H2IL01240,"NIX, DARIUS YOREL DEE[DEM]",O,1,DEM,4655.8,0.0,2184.4,0.0,71.85,2543.25,0.0,1000.0,0.0,200.0,0.0,1300.0,2207.0,IL,1.0,,,,,,0.0,1448.8,12/31/2021,0.0,0.0,C00777896,H,CITIZENS FOR DEE NIX,2150 S. CANALPORT,SUITE 3A-2,CHICAGO,IL,60608.0,41.8462226,-87.6723881
1085,H2IL01265,"GOODRUM, CASSANDRA ATTORNEY[DEM]",O,1,DEM,37672.0,0.0,25942.68,0.0,475.0,12204.32,17000.0,13050.0,0.0,0.0,0.0,13050.0,7622.0,IL,1.0,,,,,,0.0,0.0,06/30/2022,0.0,0.0,C00805655,H,GOODRUM4CONGRESS,7300 S. CONSTANCE AVE,,CHICAGO,IL,60649.0,41.7634204,-87.5658787
1086,H2IL01273,"SPAULDING, STEPHANY ROSE[DEM]",O,1,DEM,116875.06,0.0,116875.06,0.0,0.0,0.0,57075.94,0.0,0.0,0.0,0.0,0.0,59348.79,IL,1.0,,,,,,0.0,0.0,09/30/2022,304.74,0.0,C00799692,H,SPAULDING FOR CONGRESS,PO BOX 289378,,CHICAGO,IL,60628.0,41.6908749,-87.615773
1087,H2IL01281,"DOWELL, PATRICIA R[DEM]",O,1,DEM,587672.7,7000.0,562036.62,0.0,0.0,80519.34,0.0,0.0,0.0,0.0,0.0,0.0,580672.7,IL,1.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00799650,H,PAT DOWELL FOR CONGRESS,11109 S LONGWOOD DRIVE,,CHICAGO,IL,60643.0,41.7002727,-87.6632674
1088,H2IL01315,"COLLINS, JACQUELINE[DEM]",O,1,DEM,252147.0,0.0,251614.33,0.0,0.0,532.67,100.0,26175.0,0.0,0.0,0.0,26175.0,202372.0,IL,1.0,,,,,,23500.0,0.0,12/31/2022,9760.0,0.0,C00800607,H,JACQUI FOR JUSTICE,3102 HERMES DRIVE,,OLYMPIA FIELDS,IL,60461.0,41.5221155,-87.700733
1089,H2IL01331,"SWAIN, JONATHAN[DEM]",O,1,DEM,576438.07,0.0,570734.88,0.0,0.0,5703.19,18671.96,60000.0,0.0,0.0,0.0,136650.16,491624.11,IL,1.0,,,,,,0.0,0.0,12/31/2022,50725.0,0.0,C00802322,H,SWAIN FOR CONGRESS,1507 E. 53RD STREET,UNIT 887,CHICAGO,IL,60615.0,41.8016473,-87.5962879
1090,H2IL01349,"JACKSON, JONATHAN[DEM]",O,1,DEM,793218.64,34570.29,792115.44,0.0,0.0,1103.2,0.0,75000.0,0.0,0.0,0.0,110736.18,551295.5,IL,1.0,,,,,,131870.0,0.0,12/31/2022,3700.0,0.0,C00802603,H,JONATHAN JACKSON FOR CONGRESS,PO BOX 15333,,CHICAGO,IL,60615.0,41.8016473,-87.5962879
1091,H2IL01364,"NORINGTON-REAVES, KARIN M[DEM]",O,1,DEM,549603.86,0.0,548413.84,0.0,0.0,1190.02,0.0,0.0,0.0,0.0,0.0,0.0,468582.7,IL,1.0,,,,,,78500.0,0.0,07/31/2022,22225.0,5000.0,C00799544,H,FRIENDS OF KARIN,8232 WABASH AVE,,CHICAGO,IL,60619.0,41.74369,-87.6055258
1092,H2IL01372,"WILLIAMS, CHARISE A[DEM]",O,1,DEM,163255.61,0.0,158349.89,0.0,0.0,2405.72,0.0,0.0,0.0,0.0,0.0,0.0,163255.61,IL,1.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00803965,H,CHARISE A WILLIAMS FOR CONGRESS,1726 EAST 87TH PLACE,,CHICAGO,IL,60617.0,41.7181971,-87.5527389
1093,H2IL01380,"PIPPION MCGRIFF, NYKEA[DEM]",O,1,DEM,113230.31,0.0,113273.83,0.0,0.0,95.83,3288.0,0.0,0.0,0.0,0.0,0.0,102192.31,IL,1.0,,,,,,7750.0,0.0,12/31/2022,2100.0,0.0,C00803098,H,NYKEA FOR CONGRESS,6139 S DREXEL AVE,,CHICAGO,IL,60637.0,41.7816213,-87.5998763
1094,H2IL01414,"ROSNER, TERRE LAYNG[DEM]",O,1,DEM,16606.13,0.0,16606.13,0.0,2747.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14195.13,IL,1.0,,,,,,500.0,0.0,07/07/2022,0.0,0.0,C00809939,H,CITIZENS TO ELECT TERRE LAYNG ROSNER,7442 W LAKESIDE DR,,FRANKFORT,IL,60423.0,41.4773684,-87.8324158
1095,H0IL01194,"WHITE, PHILANISE[REP]",O,2,REP,5653.0,0.0,4180.81,0.0,927.55,-1950.0,0.0,0.0,0.0,0.0,0.0,0.0,5653.0,IL,1.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00762807,H,FRIENDS OF PHILANISE WHITE,8447  S.,PHILLIPS,CHICAGO,IL,60617.0,41.7181971,-87.5527389
1096,H2IL01323,"CARLSON, ERIC JOSEPH MR.[REP]",O,2,REP,5896.21,0.0,5250.33,0.0,0.0,482.17,4646.21,1100.0,0.0,0.0,0.0,1100.0,150.0,IL,1.0,,,,,,0.0,0.0,10/19/2022,0.0,0.0,C00800953,H,ERIC CARLSON FOR CONGRESS,4 WILD PLUM CT.,,LEMONT,IL,60439.0,41.676397,-87.9817705
1097,H2IL02172,"KELLY, ROBIN[DEM]",I,1,DEM,1746109.48,5754.21,1313357.52,0.0,1014412.77,1447164.73,0.0,0.0,0.0,0.0,0.0,0.0,669811.89,IL,2.0,,,,,,1063050.0,0.0,12/31/2022,10080.0,1000.0,C00539866,H,ROBIN KELLY FOR CONGRESS,PO BOX 101199,,CHICAGO,IL,60610.0,41.9068436,-87.6319395
1098,H2IL02198,"RAMOS, ASHLEY[REP]",C,2,REP,4403.0,0.0,4403.0,2125.0,0.0,0.0,0.0,2835.0,0.0,28.67,0.0,2806.33,1568.0,IL,2.0,,,,,,0.0,0.0,06/30/2022,0.0,0.0,C00800763,H,ASHLEY RAMOS FOR US CONGRESS,147 S DOUGLAS AVE,,BRADLEY,IL,60915.0,41.1463035,-87.8610459
1099,H0IL03091,"MATTHEW, ABRAHAM THOMAS[DEM]",C,1,DEM,315.03,0.0,5929.74,0.0,13659.45,8044.74,0.0,0.0,0.0,0.0,0.0,47000.0,315.03,IL,3.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00700831,H,ABE MATTHEW FOR CONGRESS,1200 WEST 35TH STREET,,CHICAGO,IL,60609.0,41.8126802,-87.6569347
1100,H2IL03154,"VILLEGAS, GILBERT[DEM]",C,1,DEM,1138665.35,0.0,1128995.99,0.0,0.0,9669.36,0.0,0.0,0.0,0.0,0.0,0.0,1037249.79,IL,3.0,,,,,,100150.0,0.0,09/30/2022,146400.0,0.0,C00794040,H,GILBERT VILLEGAS FOR CONGRESS,6560 W FULLERTON AVE,UNIT # C118 - SUITE B,CHICAGO,IL,60707.0,41.9218538,-87.8072816
1101,H2IL03162,"RAMIREZ, DELIA[DEM]",C,1,DEM,990197.28,10580.64,871494.95,0.0,0.0,118702.33,15.0,0.0,0.0,0.0,0.0,0.0,639890.84,IL,3.0,,,,,,339546.0,0.0,12/31/2022,441.67,3000.0,C00796672,H,UNITED WITH DELIA FOR CONGRESS,2339 N CALIFORNIA AVE,#47927,CHICAGO,IL,60647.0,41.921215,-87.7010284
1102,H2IL03170,"CHEHADE, IYMEN[DEM]",C,1,DEM,159339.97,0.0,156601.82,0.0,0.0,-886.56,2500.0,0.0,0.0,0.0,0.0,0.0,156838.78,IL,3.0,,,,,,0.0,0.0,12/31/2022,3110.0,0.0,C00796235,H,IM IN WITH IYMEN,1041 N CALIFORNIA AVE 1ST FLOOR,,CHICAGO,IL,60622.0,41.902172,-87.6833374
1103,H2IL03188,"AGUIRRE, JUAN ENRIQUE[DEM]",C,1,DEM,11172.05,0.0,10752.05,0.0,0.0,420.0,5236.05,0.0,0.0,0.0,0.0,0.0,5936.0,IL,3.0,,,,,,0.0,0.0,03/31/2022,0.0,0.0,C00803437,H,AGUIRRE FOR CONGRESS,P.O. BOX 47054,,CHICAGO,IL,60647.0,41.921215,-87.7010284
1104,H4IL03077,"LIPINSKI, DANIEL WILLIAM WILLIAM[DEM]",I,1,DEM,48721.2,0.0,79406.01,0.0,30684.81,0.0,0.0,15000.0,0.0,11314.07,0.0,3685.93,7400.0,IL,3.0,,,,,,21000.0,2000.0,12/31/2022,-1907.24,39500.0,C00405431,H,DAN LIPINSKI FOR CONGRESS,PO BOX 520,,WESTERN SPRINGS,IL,60558.0,41.8056034,-87.9010393
1105,H0IL03117,"FRICILONE, MIKE[REP]",C,2,REP,16712.26,0.0,17190.65,0.0,478.39,0.0,0.0,16712.26,0.0,992.4,0.0,0.0,0.0,IL,3.0,,,,,,0.0,0.0,06/03/2021,0.0,0.0,C00707679,H,FRICILONEFORCONGRESS,14644 PARK PL,,HOMER GLEN,IL,60491.0,41.6025487,-87.9628865
1106,H2IL06082,"BURAU, JUSTIN[REP]",C,2,REP,28273.99,0.0,25999.79,0.0,0.0,2274.2,3110.3,2365.75,0.0,205.29,0.0,4361.18,20362.61,IL,3.0,,,,,,2354.23,0.0,10/19/2022,0.0,0.0,C00772640,H,JUSTIN BURAU FOR CONGRESS,PO BOX 1163,,WHEATON,IL,60187.0,41.8727197,-88.1124421
1107,H8IL04134,"GARCIA, JESUS[DEM]",I,1,DEM,938958.69,0.0,1040691.1,0.0,126757.2,25024.79,0.0,0.0,0.0,0.0,0.0,0.0,458864.49,IL,4.0,,,,,,445500.0,0.0,12/31/2022,9458.28,3500.0,C00661777,H,CHUY GARCIA FOR CONGRESS,137 N. 14TH AVENUE,,MELROSE PARK,IL,60160.0,41.9041437,-87.8606651
1108,H8IL04159,"FLORES, SOL[DEM]",O,1,DEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IL,4.0,,,,,,0.0,0.0,01/23/2021,0.0,0.0,C00662130,H,SOL FLORES FOR CONGRESS,2020 N CALIFORNIA AVE,SUITE 7-182,CHICAGO,IL,60647.0,41.921215,-87.7010284
1109,H2IL04178,"HERSHEY, EDWARD[OTH]",C,3,OTH,1061.0,0.0,1041.0,0.0,0.0,20.0,89.0,0.0,0.0,0.0,0.0,0.0,972.0,IL,4.0,,,,,,0.0,0.0,06/30/2022,0.0,0.0,C00814954,H,EDWARD HERSHEY FOR A WORKING CLASS PARTY,P.O. BOX 408014,,CHICAGO,IL,60640.0,41.9728721,-87.6626039
